panel,strategy,seed,variant,observations,annualized_arithmetic_return,cash_excess_sharpe,cagr,total_return,max_drawdown,annualized_volatility,annualized_one_way_turnover,annualized_gross_traded_notional,arithmetic_cost_drag,mean_risky_exposure
country_equity_etfs,ts_momentum,deterministic,zero_cash,2011,0.0193984071318,-0.0329773473651,0.00633962460419,0.0517248393511,-0.409381244624,0.16097524938,3.00974169007,4.88761091148,0.0508783590056,0.886126305321
country_equity_etfs,ts_momentum,deterministic,zero_cost,2011,0.0281976274133,0.0216042958934,0.0152146936152,0.128062187209,-0.394916581953,0.161091681751,3.009120474,4.89044383214,4.4408920985e-16,0.886126305321
country_equity_etfs,ts_momentum,deterministic,costed_comparator,2011,0.0492597993909,0.149171044902,0.0362575768899,0.328724225217,-0.387842521358,0.164368386949,1.21844018235,1.30965923322,0.0136240817852,0.886126305321
country_equity_etfs,ts_momentum,deterministic,vectorized,2011,0.0226688647963,-0.0126423520619,0.00954668171353,0.0787712706126,-0.406006624026,0.161525330322,2.99129786176,4.85479860766,0.0505411305453,0.886126305321
country_equity_etfs,cross_sectional_momentum,deterministic,baseline,2011,0.0884315662018,0.329325683402,0.0720886943175,0.742793428829,-0.407258984168,0.193325454503,2.66697868899,5.20220910055,0.0539540944161,0.999005469915
country_equity_etfs,cross_sectional_momentum,deterministic,same_close,2011,0.0853606050434,0.312765564083,0.0687146767288,0.699501431662,-0.415000317458,0.193738430692,2.52873208199,5.05089799658,0.0522815198484,1
country_equity_etfs,cross_sectional_momentum,deterministic,zero_cash,2011,0.0884429814558,0.32938470359,0.0721009331097,0.742952204001,-0.407258984168,0.193325431079,2.66697868899,5.20220910055,0.0539540944161,0.999005469915
country_equity_etfs,cross_sectional_momentum,deterministic,zero_cost,2011,0.0951925964319,0.364340979363,0.0793674787275,0.839486088313,-0.395108174469,0.193288513677,2.66488725743,5.20446372421,-3.33066907388e-16,0.999005469915
country_equity_etfs,cross_sectional_momentum,deterministic,costed_comparator,2011,0.0827976014027,0.325169158514,0.0690183895672,0.703359458263,-0.3635717287,0.178500716815,0.239318382399,0.35319220933,0.00366961652371,0.999005469915
country_equity_etfs,cross_sectional_momentum,deterministic,vectorized,2011,0.0893221660464,0.333040343521,0.072939540501,0.753861729499,-0.407544080667,0.193841617988,2.58975634013,5.05420188961,0.0524138334348,0.999005469915
country_equity_etfs,short_term_reversal,deterministic,baseline,2011,0.0603237363886,0.19668911285,0.0447767104604,0.418438184436,-0.439116951436,0.180905793558,9.63307385663,13.9072779796,0.144671878492,0.708809521781
country_equity_etfs,short_term_reversal,deterministic,same_close,2011,-0.00915713805989,-0.186454202382,-0.0254542259236,-0.185970547426,-0.521677545831,0.181463987383,9.62887497888,13.8992336382,0.143856432396,0.709146772481
country_equity_etfs,short_term_reversal,deterministic,zero_cash,2011,0.0526893783073,0.154522395721,0.036834669911,0.334640777549,-0.445741422323,0.180894657781,9.63342970757,13.9083907215,0.144679894168,0.708856518783
country_equity_etfs,short_term_reversal,deterministic,zero_cost,2011,0.0784526838674,0.296545918793,0.0638542676365,0.638791659197,-0.421701077314,0.181075015125,9.63767991904,13.9204721815,-1.99840144433e-15,0.708809521781
country_equity_etfs,short_term_reversal,deterministic,costed_comparator,2011,0.0717365583901,0.297324912935,0.0609171053424,0.603031515857,-0.352248328384,0.158001721302,5.40055981709,5.44539008332,0.0565591309166,0.709024185492
country_equity_etfs,short_term_reversal,deterministic,vectorized,2011,0.0610042724378,0.200333660212,0.0454718324348,0.425986813787,-0.437080528557,0.181008772412,9.60716061661,13.8677274988,0.144259337554,0.708934195259
country_equity_etfs,learned_gbrt,11,baseline,2011,0.075930256939,0.294949976038,0.0627092865789,0.624769316848,-0.306262907538,0.173601948849,7.15288244941,12.8377209154,0.133486910176,0.902656033427
